patientid,statusid,name,description,staffid,datein,dateout,time_in,time_out,time_duration,census_reason_id,census_reason_txt,reason_txt,display_id
26206,1,Sammy,Emergency,6,11/29/2022 17:40:31,11/29/2022 18:33:48,17:40,18:33,53 m,,possibly blocked/constipate,,MPV
26206,1,Sammy,Sick,4,12/10/2022 9:38:52,12/10/2022 10:11:28,9:38,10:11,33 m,,,,MPV
24475,1,Lenny,Technician Appointment,TK,1/13/2023 15:18:46,1/13/2023 15:35:33,15:18,15:35,17 m,,,,MPV
24475,1,Lenny,TNT,TK,4/10/2023 18:58:24,4/10/2023 19:17:58,18:58,19:17,19 m,,,,MPV
24475,1,Lenny,TNT,TK,5/8/2023 18:52:03,5/8/2023 19:15:10,18:52,19:15,23 m,,,,MPV
24475,1,Lenny,TNT,TK,7/13/2023 15:35:28,7/13/2023 15:57:10,15:35,15:57,22 m,,,,MPV
25502,1,Bella,Sick,16,8/17/2022 11:39:03,8/17/2022 12:23:25,11:39,12:23,44 m,,Rash on stomach,,MPV
25502,1,Bella,Preventative Care Exam,19,11/28/2022 11:09:47,11/28/2022 11:44:38,11:09,11:44,35 m,,vacc,,MPV
25502,1,Bella,Surgery,6,3/8/2023 7:48:28,3/9/2023 16:30:54,7:48,16:30,1 d 8 h 42 m,,Canine OVH,,MPV
25502,1,Bella,Recheck,6,3/21/2023 18:09:21,3/21/2023 18:30:56,18:09,18:30,21 m,,check suture line,,MPV
25502,1,Bella,Sick,L12,6/15/2023 8:52:17,6/15/2023 9:19:17,8:52,9:19,27 m,,red swollen ear,,LVH
18744,1,Waffles,Sick,6,12/21/2022 9:00:00,12/21/2022 9:33:52,9:00,9:33,33 m,,reverse sneezing issues.,,MPV
18744,1,Waffles,Surgery,19,3/7/2023 8:09:24,3/7/2023 19:25:36,8:09,19:25,11 h 16 m,,Canine castration/OAT,,MPV
18744,1,Waffles,Emergency,11,5/13/2023 10:01:21,5/13/2023 12:04:30,10:01,12:04,2 h 3 m,,"V+, Dirrahea started Thursd",,MPV
18744,1,Waffles,Preventative Care Exam,24,6/15/2023 16:49:23,6/15/2023 17:14:29,16:49,17:14,25 m,,,,MPV
18744,1,Waffles,Emergency,4,6/26/2023 18:15:27,6/26/2023 19:03:58,18:15,19:03,48 m,,,,MPV
3293,1,Stubby,Senior Exam,16,9/2/2022 9:48:57,9/2/2022 10:30:02,9:48,10:30,42 m,,,,MPV
3293,1,Stubby,Technician Appointment,16,9/19/2022 8:05:55,9/19/2022 8:48:40,8:05,8:48,43 m,,Drop off collect urine,,MPV
25592,1,Brighton,Preventative Care Exam,11,10/31/2022 11:34:20,10/31/2022 11:59:21,11:34,11:59,25 m,,,,MPV
20886,1,Riley,Recheck,L24,5/10/2023 15:57:15,5/10/2023 16:13:28,15:57,16:13,16 m,,,,LVH
30694,3,Otis,New Client,4,12/19/2022 16:12:19,12/19/2022 16:38:32,16:12,16:38,26 m,,Cancerous Tumor,,MPV
30694,3,Otis,Surgery,4,1/6/2023 7:29:47,1/6/2023 15:46:29,7:29,15:46,8 h 17 m,,Lump removal,,MPV
30694,3,Otis,Suture Removal,4,1/19/2023 14:33:11,1/19/2023 15:15:13,14:33,15:15,42 m,,,,MPV
30694,3,Otis,Sick,4,6/27/2023 14:18:10,6/27/2023 14:38:13,14:18,14:38,20 m,,lumps are back (has cancer),,MPV
30694,3,Otis,Euthanasia,16,7/1/2023 12:37:26,7/1/2023 12:58:49,12:37,12:58,21 m,,,,MPV
1909-1,1,Piper,Sick,6,1/10/2023 13:53:13,1/10/2023 14:15:38,13:53,14:15,22 m,,limping,,MPV
1909-1,1,Piper,Senior Exam,24,5/19/2023 8:39:52,5/19/2023 9:03:48,8:39,9:03,24 m,,,,MPV
L6969-1,1,Steve,Preventative Care Exam,L4,4/5/2023 18:46:29,4/5/2023 19:10:01,18:46,19:10,24 m,,vacc,,LVH
L6969-1,1,Steve,Surgery,4,4/17/2023 7:18:55,4/18/2023 11:08:25,7:18,11:08,1 d 3 h 50 m,,thyroidectomy & OAT,,MPV
L6969-1,1,Steve,Lab Work,L24,5/17/2023 18:26:31,5/17/2023 18:35:53,18:26,18:35,9 m,,HTMP,,LVH
29364,1,Katy,New Pet,L4,8/24/2022 17:23:36,8/24/2022 17:52:20,17:23,17:52,29 m,,,,LVH
29364,1,Katy,Dental,4,10/31/2022 7:30:42,10/31/2022 18:06:33,7:30,18:06,10 h 36 m,,OAT w/extractions,,MPV
8327,1,Maya,Sick,4,4/29/2023 12:23:01,4/29/2023 12:50:47,12:23,12:50,27 m,,Left front limp/Thurs. eve,,MPV
8327,1,Maya,Preventative Care Exam,L24,6/21/2023 16:02:23,6/21/2023 16:25:10,16:02,16:25,23 m,,,,LVH
16885,1,Oreo,Technician Appointment,TK,10/5/2022 9:38:00,10/5/2022 9:43:41,9:37,9:43,6 m,,cytopoint,,MPV
16885,1,Oreo,Preventative Care Exam,11,11/7/2022 12:28:55,11/7/2022 13:09:25,12:28,13:09,41 m,,,,MPV
16885,1,Oreo,Sick,4,12/5/2022 18:57:40,12/5/2022 19:28:04,18:57,19:28,31 m,,,,MPV
16885,1,Oreo,Sick,19,12/17/2022 11:41:58,12/17/2022 12:22:18,11:41,12:22,41 m,,vomiting,,MPV
16885,1,Oreo,Preventative Care Exam,11,1/4/2023 15:08:23,1/4/2023 15:41:50,15:08,15:41,33 m,,rabies,,MPV
16885,1,Oreo,Emergency,11,1/4/2023 18:56:36,1/4/2023 19:31:32,18:56,19:31,35 m,,possible vaccine reaction,,MPV
16885,1,Oreo,Technician Appointment,TK,1/25/2023 8:51:22,1/25/2023 8:59:53,8:51,8:59,8 m,,lepto & lyme,,MPV
16885,1,Oreo,Technician Appointment,TK,1/25/2023 9:22:03,1/25/2023 9:22:14,9:22,9:22,0 m,,lepto & lyme,,MPV
16885,1,Oreo,Technician Appointment,TK,3/18/2023 10:59:00,3/18/2023 11:20:48,10:59,11:20,21 m,,cytopoint inj,,MPV
16885,1,Oreo,Emergency,16,4/1/2023 13:16:29,4/1/2023 13:46:00,13:16,13:46,30 m,,,,MPV
16885,1,Oreo,Cytopoint Injection,TK,5/30/2023 17:29:37,5/30/2023 17:36:01,17:29,17:36,7 m,,,,MPV
16885,1,Oreo,Cytopoint Injection,TK,7/24/2023 10:45:03,7/24/2023 10:53:00,10:45,10:52,7 m,,,,MPV
28480,1,Belle,Sick,6,9/2/2022 8:29:41,9/2/2022 9:04:48,8:29,9:04,35 m,,Check Ears,,MPV
28480,1,Belle,Recheck,6,9/16/2022 12:43:21,9/16/2022 13:04:18,12:43,13:04,21 m,,,,MPV
7075,1,Buck,Preventative Care Exam,6,12/15/2022 8:16:14,12/15/2022 8:43:28,8:16,8:43,27 m,,vacc,,MPV
28480,1,Belle,Surgery,19,1/19/2023 7:31:58,1/20/2023 9:14:44,7:31,9:14,1 d 1 h 43 m,,Canine OVH,,MPV
28480,1,Belle,Sick,19,5/23/2023 10:26:46,5/23/2023 11:09:01,10:26,11:09,43 m,,,,MPV
28480,1,Belle,Recheck,19,6/6/2023 9:28:52,6/6/2023 10:15:04,9:28,10:15,47 m,,ears,,MPV
6106,3,Brownie,Euthanasia,4,7/31/2023 17:38:50,7/31/2023 17:52:30,17:38,17:52,14 m,,,,MPV
29563,1,Anya,New Client,6,9/8/2022 8:09:23,9/8/2022 8:29:29,8:09,8:29,20 m,25,,Wellness,MPV
29565,1,Luka,New Pet,19,4/25/2023 8:22:12,4/25/2023 9:00:00,8:22,8:59,37 m,,wellness & Rabies,,MPV
29564,1,Nova,New Pet,19,4/25/2023 8:22:29,4/25/2023 9:00:00,8:22,8:59,37 m,,wellness & Rabies,,MPV
28790,1,Willie,Sick,6,12/29/2022 16:44:00,12/29/2022 17:30:23,16:43,17:30,47 m,,ear infection/blood in ear,,MPV
28790,1,Willie,Sick,6,2/2/2023 10:28:40,2/2/2023 11:01:50,10:28,11:01,33 m,,Check Ears,,MPV
28789,1,King,Sick,6,2/2/2023 14:31:47,2/2/2023 15:12:28,14:31,15:12,41 m,,Allergies,,MPV
28791,1,Pumpkin,TNT,TK,5/16/2023 10:41:01,5/16/2023 11:06:42,10:41,11:06,25 m,,nail growing into paw pad,,MPV
28789,1,King,Sick,L19,6/23/2023 10:28:47,6/23/2023 11:00:45,10:28,11:00,32 m,,check ears/discuss allergies,,LVH
31653,3,Cassidy (Butch),Euthanasia,L4,3/8/2023 17:40:59,3/8/2023 18:06:47,17:40,18:06,26 m,,New C/P,,LVH
25109,1,Peaches,New Pet,L12,4/11/2023 9:39:46,4/11/2023 10:06:01,9:39,10:06,27 m,,check up and vax,,LVH
23980,1,Birdie,Preventative Care Exam,4,9/20/2022 8:15:46,9/20/2022 8:46:01,8:15,8:46,31 m,,,,MPV
23980,1,Birdie,Surgery,4,10/3/2022 7:58:50,10/3/2022 19:02:46,7:58,19:02,11 h 4 m,,K9 OVH,,MPV
13151,1,Jellybean,Preventative Care Exam,11,2/15/2023 12:11:45,2/15/2023 12:46:04,12:11,12:46,35 m,,,,MPV
33003,1,Amber,Surgery,4,7/31/2023 9:09:44,7/31/2023 17:31:56,9:09,17:31,8 h 22 m,,Mass Removal,,MPV
9951,1,Gracie,Sick,19,9/22/2022 18:02:39,9/22/2022 19:08:19,18:02,19:08,1 h 6 m,,do Nov. stuff if ok,,MPV
9959,1,Foxy,Senior Exam,11,2/1/2023 15:40:40,2/1/2023 15:59:35,15:40,15:59,19 m,,vacc,,MPV
9951,1,Gracie,Sick,6,3/21/2023 18:22:55,3/21/2023 18:45:23,18:22,18:45,23 m,,licking butt,,MPV
1205,1,Lucy,Senior Exam,6,5/17/2023 10:08:26,5/17/2023 10:33:02,10:08,10:33,25 m,,,,MPV
1205,1,Lucy,Technician Appointment,TK,6/20/2023 11:38:05,6/20/2023 11:42:17,11:38,11:42,4 m,,Lyme and LEP,,MPV
7806-2,3,Lucky,Quality of Life,4,11/22/2022 14:23:08,11/22/2022 14:59:27,14:23,14:59,36 m,,,,MPV
15595,1,Louie,New Pet,4,7/17/2023 15:49:00,7/17/2023 16:32:10,15:49,16:32,43 m,,urinary,,MPV
4762,1,Reese,Sick,6,5/11/2023 14:52:53,5/11/2023 15:28:27,14:52,15:28,36 m,,,,MPV
4762,1,Reese,Recheck,16,6/1/2023 11:25:56,6/1/2023 11:46:38,11:25,11:46,21 m,,Post-coughing,,MPV
12863-2,2,Buttons,Senior Exam,L19,10/7/2022 14:58:38,10/7/2022 16:08:01,14:58,16:08,1 h 10 m,,exam & weight check,,LVH
4698,1,Sophia,Preventative Care Exam,L19,10/7/2022 14:58:56,10/7/2022 16:08:01,14:58,16:08,1 h 10 m,,exam & check legs,,LVH
12863-2,2,Buttons,Exam,19,10/10/2022 13:40:35,10/10/2022 14:05:10,13:40,14:05,25 m,,bloodwork,,MPV
12863-2,2,Buttons,Sick,19,11/22/2022 9:51:39,11/22/2022 11:35:42,9:51,11:35,1 h 44 m,,cancer? might need rads,,MPV
4698,1,Sophia,Sick,19,11/22/2022 9:51:49,11/22/2022 11:35:42,9:51,11:35,1 h 44 m,,swollen leg,,MPV
4698,1,Sophia,Senior Exam,L19,2/17/2023 14:55:39,2/17/2023 15:25:18,14:55,15:25,30 m,,,,LVH
4698,1,Sophia,Sick,L12,6/20/2023 10:09:26,6/20/2023 10:56:53,10:09,10:56,47 m,,"leg issues again, NT",,LVH
4698,1,Sophia,Radiology,TK,7/3/2023 13:44:18,7/3/2023 14:15:37,13:44,14:15,31 m,,,,MPV
29111,1,Sparkle,Sick,M11,10/11/2022 12:20:15,10/11/2022 12:45:38,12:20,12:45,25 m,,soft messy stools,,MET
29111,1,Sparkle,Sick,M11,11/8/2022 11:11:00,11/8/2022 11:35:15,11:11,11:35,24 m,,infected anal gland?,,MET
32370,1,Rudy,Drop off - Admit,11,5/15/2023 8:48:26,5/15/2023 17:19:31,8:48,17:19,8 h 31 m,,,,MPV
32370,1,Rudy,Recheck,M11,5/19/2023 15:41:13,5/19/2023 16:31:19,15:41,16:31,50 m,,BW +/- Exam,,MET
26523,1,Snoopy,Sick,4,10/31/2022 8:27:22,10/31/2022 8:42:22,8:27,8:42,15 m,,,,MPV
26523,1,Snoopy,Preventative Care Exam,4,2/2/2023 9:23:17,2/2/2023 9:50:47,9:23,9:50,27 m,,,,MPV
26523,1,Snoopy,Dental,16,2/23/2023 7:38:47,2/23/2023 16:13:08,7:38,16:13,8 h 35 m,,OAT,,MPV
19537-1,1,Denali,Senior Exam,4,2/6/2023 9:35:58,2/6/2023 10:14:19,9:35,10:14,39 m,,,,MPV
8930,1,Harley Quinn,Sick,L16,4/14/2023 9:47:12,4/14/2023 10:49:33,9:47,10:49,1 h 2 m,,,,LVH
8930,1,Harley Quinn,Recheck,L12,5/16/2023 9:19:26,5/16/2023 9:57:59,9:19,9:57,38 m,,"still itchy, hot spots",,LVH
32845,1,Lucifer,New Pet,L19,7/7/2023 13:36:33,7/7/2023 14:08:10,13:36,14:08,32 m,,,,LVH
22843,1,Chewy,Not Wellness,19,8/4/2022 16:28:51,8/4/2022 17:02:06,16:28,17:02,34 m,,,,MPV
22843,1,Chewy,Preventative Care Exam,24,3/3/2023 15:10:24,3/3/2023 15:43:11,15:10,15:43,33 m,,,,MPV
31444,1,Bentley,New Client,6,2/21/2023 18:53:04,2/21/2023 19:21:33,18:53,19:21,28 m,25,,Wellness,MPV
31444,1,Bentley,Technician Appointment,TK,4/20/2023 19:18:13,4/20/2023 19:30:40,19:18,19:30,12 m,,,,MPV
30822,1,Shasta,New Client,19,12/26/2022 14:59:52,12/26/2022 15:53:28,14:59,15:53,54 m,,"Establish Vet, just moved",,MPV
30821,1,Caspian,New Client,19,12/26/2022 15:00:07,12/26/2022 15:53:28,15:00,15:53,53 m,,"Establish Vet, just moved",,MPV
25308,3,Hobbs,Sick,11,8/10/2022 16:12:33,8/10/2022 17:51:37,16:12,17:51,1 h 39 m,,asthma?,,MPV
14021,1,Buddy,Preventative Care Exam,4,10/3/2022 19:22:04,10/3/2022 20:03:50,19:22,20:03,41 m,,,,MPV
14021,1,Buddy,Technician Appointment,TK,2/8/2023 10:10:54,2/8/2023 10:20:05,10:10,10:20,10 m,,anal glands,,MPV
5712,1,Toby,Preventative Care Exam,L19,2/24/2023 13:27:08,2/24/2023 13:46:55,13:27,13:46,19 m,,,,LVH
29463,1,Gracie,New Pet,16,8/10/2022 16:10:54,8/10/2022 17:27:36,16:10,17:27,1 h 17 m,,,,MPV
29229,1,Scout,Not Wellness,16,8/10/2022 16:11:23,8/10/2022 17:27:36,16:11,17:27,1 h 16 m,,,,MPV
29463,1,Gracie,EXAM WITH VACCINES,6,1/26/2023 16:31:09,1/26/2023 17:22:17,16:31,17:22,51 m,,,,MPV
32784,1,Moose,New Client,L24,7/19/2023 17:51:25,7/19/2023 18:21:39,17:51,18:21,30 m,,,,LVH
26330,1,Lolli,Senior Exam,4,11/29/2022 11:16:10,11/29/2022 11:59:34,11:16,11:59,43 m,,,,MPV
26332,1,Roux,Preventative Care Exam,4,11/29/2022 11:16:19,11/29/2022 11:59:34,11:16,11:59,43 m,,,,MPV
26331,1,ZanGeif,Senior Exam,16,12/1/2022 9:37:46,12/1/2022 10:25:26,9:37,10:25,48 m,,,,MPV
26332,1,Roux,Sick,4,2/27/2023 16:45:00,2/27/2023 17:23:03,16:45,17:23,38 m,,check ears,,MPV
26332,1,Roux,Recheck,4,3/13/2023 16:28:53,3/13/2023 16:53:54,16:28,16:53,25 m,,,,MPV
26332,1,Roux,Technician Appointment,TK,3/21/2023 16:42:15,3/21/2023 16:53:34,16:42,16:53,11 m,,cytopoint inj,,MPV
26330,1,Lolli,Senior Exam,24,6/6/2023 13:34:48,6/6/2023 14:30:01,13:34,14:30,56 m,,,,MPV
26332,1,Roux,Senior Exam,24,6/6/2023 13:35:03,6/6/2023 14:30:01,13:35,14:30,55 m,,,,MPV
26331,1,ZanGeif,Senior Exam,24,6/8/2023 9:14:37,6/8/2023 9:49:56,9:14,9:49,35 m,,,,MPV
13557,1,Remy,Sick,6,8/12/2022 17:03:05,8/12/2022 17:41:39,17:03,17:41,38 m,,check ear,,MPV
13557,1,Remy,Recheck,16,9/7/2022 8:27:38,9/7/2022 8:54:40,8:27,8:54,27 m,,ears,,MPV
13557,1,Remy,Sick,4,2/28/2023 8:22:32,2/28/2023 9:14:06,8:22,9:14,52 m,,Ripped Dewclaw,,MPV
13557,1,Remy,Surgery,4,4/20/2023 9:00:14,4/20/2023 16:04:23,9:00,16:04,7 h 4 m,,nail cutback,,MPV
13557,1,Remy,Recheck,4,5/22/2023 8:32:56,5/22/2023 9:09:21,8:32,9:09,37 m,,,,MPV
13557,1,Remy,Recheck,4,6/27/2023 8:51:56,6/27/2023 9:21:26,8:51,9:21,30 m,,,,MPV
3081,1,Maddie,Sick,19,11/17/2022 12:34:06,11/17/2022 12:55:21,12:34,12:55,21 m,,eye infeection,,MPV
3081,1,Maddie,Recheck,19,11/23/2022 10:01:14,11/23/2022 10:21:31,10:01,10:21,20 m,,recheck eye,,MPV
3081,1,Maddie,Drop off - Admit,16,12/29/2022 8:11:52,12/29/2022 10:10:33,8:11,10:10,1 h 59 m,,,,MPV
3081,1,Maddie,Sick,4,1/3/2023 9:23:13,1/3/2023 10:08:17,9:23,10:08,45 m,,,,MPV
3081,1,Maddie,Senior Exam,4,3/7/2023 14:17:51,3/7/2023 14:44:56,14:17,14:44,27 m,,,,MPV
24157,1,Josie,Preventative Care Exam,24,6/2/2023 12:53:23,6/2/2023 13:29:13,12:53,13:29,36 m,,,,MPV
24159,1,Oakley,Preventative Care Exam,24,6/2/2023 12:53:36,6/2/2023 13:29:13,12:53,13:29,36 m,,,,MPV
L4460-3,1,Happy,Senior Exam,L12,3/9/2023 8:55:46,3/9/2023 9:34:14,8:55,9:34,39 m,,anal glands too,,LVH
24569,1,Nick,Sick,16,10/15/2022 12:46:26,10/15/2022 13:09:42,12:46,13:09,23 m,,Biting at anal area,,MPV
24569,1,Nick,Preventative Care Exam,L16,4/3/2023 9:49:25,4/3/2023 10:06:13,9:49,10:06,17 m,,,,LVH
14458,1,Mack,Drop off - Admit,TK,10/6/2022 8:42:20,10/6/2022 12:59:48,8:42,12:59,4 h 17 m,,TNT sedated,,MPV
14458,1,Mack,Drop off - Admit,4,12/15/2022 10:21:09,12/15/2022 16:03:32,10:21,16:03,5 h 42 m,,nail trim under sedation,,MPV
14458,1,Mack,Drop off - Admit,16,2/23/2023 8:28:41,2/23/2023 13:09:30,8:28,13:09,4 h 41 m,,Sedated Nail Trim,,MPV
14458,1,Mack,Drop off - Admit,4,5/4/2023 9:17:11,5/4/2023 14:05:32,9:17,14:05,4 h 48 m,,Sedated TNT,,MPV
14458,1,Mack,TNT,TK,7/10/2023 8:51:01,7/10/2023 9:42:59,8:51,9:42,51 m,,Tanked TNT,,MPV
24089,1,Hudson,Technician Appointment,L19,10/12/2022 13:54:40,10/12/2022 14:05:24,13:54,14:05,11 m,,AG & cytopoint inj,,LVH
24089,1,Hudson,Sick,L4,11/30/2022 15:15:54,11/30/2022 15:30:59,15:15,15:30,15 m,,licking anus???,,LVH
24089,1,Hudson,Technician Appointment,L19,2/10/2023 15:44:22,2/10/2023 15:50:55,15:44,15:50,6 m,,,,LVH
24089,1,Hudson,Technician Appointment,LTK,3/10/2023 9:25:33,3/10/2023 9:30:38,9:25,9:30,5 m,,cytopoint inj,,LVH
24089,1,Hudson,Cytopoint Injection,LTK,7/6/2023 10:28:02,7/6/2023 10:31:43,10:28,10:31,3 m,,,,LVH
24089,1,Hudson,Preventative Care Exam,L19,7/21/2023 8:35:31,7/21/2023 8:50:12,8:35,8:50,15 m,,,,LVH
24994,1,Pookie,Sick,11,8/27/2022 11:18:48,8/27/2022 11:53:38,11:18,11:53,35 m,,possible uti,,MPV
24994,1,Pookie,Surgery,4,9/27/2022 8:26:41,9/28/2022 16:51:43,8:26,16:51,1 d 8 h 25 m,,OVH,,MPV
24994,1,Pookie,Technician Appointment,TK,1/4/2023 18:36:47,1/4/2023 18:47:03,18:36,18:47,11 m,,lep/lyme,,MPV
21666,1,Elsa,Technician Appointment,L12,8/25/2022 12:01:03,8/25/2022 12:08:22,12:01,12:08,7 m,,Anal glands,,LVH
21666,1,Elsa,Preventative Care Exam,4,12/19/2022 8:51:20,12/19/2022 9:08:50,8:51,9:08,17 m,,,,MPV
21666,1,Elsa,Technician Appointment,TK,1/9/2023 10:47:10,1/9/2023 10:57:43,10:47,10:57,10 m,,lifestyle vx,,MPV
21666,1,Elsa,Technician Appointment,TK,2/9/2023 18:57:14,2/9/2023 19:17:41,18:57,19:17,20 m,,,,MPV
21666,1,Elsa,Technician Appointment,LTK,4/3/2023 16:11:52,4/3/2023 16:21:41,16:11,16:21,10 m,,anal glands,,LVH
21666,1,Elsa,Technician Appointment,LTK,6/15/2023 10:31:00,6/15/2023 10:38:05,10:31,10:38,7 m,,anals exp,,LVH
21604,1,Jin Jin,Preventative Care Exam,4,11/1/2022 11:29:25,11/1/2022 12:02:47,11:29,12:02,33 m,,,,MPV
21604,1,Jin Jin,Technician Appointment,TK,11/22/2022 15:45:54,11/22/2022 15:55:10,15:45,15:55,10 m,,CIV #2,,MPV
22840,1,Eliza,Preventative Care Exam,24,3/29/2023 8:19:03,3/29/2023 8:41:52,8:19,8:41,22 m,,,,MPV
21293,1,Archie,Dental,4,12/5/2022 8:01:55,12/5/2022 17:26:11,8:01,17:26,9 h 25 m,,Possible extractions,,MPV
21293,1,Archie,Preventative Care Exam,4,6/26/2023 16:14:36,6/26/2023 16:31:41,16:14,16:31,17 m,,vacc and fecal,,MPV
28583,1,Marlo,Technician Appointment,M16,8/6/2022 9:33:07,8/6/2022 9:39:42,9:33,9:39,6 m,,lyme  lepto boosters,,MET
28583,1,Marlo,Preventative Care Exam,M11,6/20/2023 16:33:02,6/20/2023 16:53:09,16:33,16:53,20 m,,,,MET
28583,1,Marlo,Technician Appointment,MTK,7/7/2023 15:59:14,7/7/2023 16:10:22,15:59,16:10,11 m,,lyme  lepto,,MET
23424,1,Ruth,Sick,19,8/15/2022 10:10:59,8/15/2022 10:43:56,10:10,10:43,33 m,,skin sores,,MPV
23424,1,Ruth,Preventative Care Exam,M16,3/28/2023 14:46:16,3/28/2023 15:00:27,14:46,15:00,14 m,,,,MET
23424,1,Ruth,Preventative Care Exam,M6,7/13/2023 12:12:44,7/13/2023 12:48:51,12:12,12:48,36 m,,,,MET
23425,1,Lewis,Preventative Care Exam,M6,7/13/2023 12:15:16,7/13/2023 12:48:51,12:15,12:48,33 m,,,,MET
28968,1,Winnie,New Client,6,9/6/2022 13:39:07,9/6/2022 14:20:17,13:39,14:20,41 m,,Itching,,MPV
28968,1,Winnie,Recheck,6,9/20/2022 13:49:14,10/8/2022 8:19:17,13:49,8:19,17 d 18 h 30 m,,Ears,,MPV
28968,1,Winnie,Sick,6,11/4/2022 15:46:41,11/4/2022 16:00:48,15:46,16:00,14 m,,check sore on paw,,MPV
28968,1,Winnie,Sick,6,2/7/2023 13:50:55,2/7/2023 14:17:12,13:50,14:17,27 m,,"shaking, ADR",,MPV
28968,1,Winnie,Preventative Care Exam,19,6/12/2023 13:34:56,6/12/2023 14:10:26,13:34,14:10,36 m,,,,MPV
17571,2,Theo,Emergency,11,8/24/2022 17:51:45,8/24/2022 19:08:07,17:51,19:08,1 h 17 m,,Paw cut/swollen,,MPV
28094,2,Rico,Sick,19,8/29/2022 10:54:09,8/29/2022 11:32:36,10:54,11:32,38 m,,cracked dewclaw,,MPV
17571,2,Theo,Recheck,11,8/31/2022 12:02:59,8/31/2022 12:16:33,12:02,12:16,14 m,,,,MPV
27182,2,Honcho,Sick,19,9/13/2022 8:59:25,9/13/2022 9:29:07,8:59,9:29,30 m,,skin hotspot,,MPV
17571,2,Theo,Sick,16,10/26/2022 9:19:05,11/29/2022 11:05:35,9:19,11:05,34 d 1 h 46 m,,,,MPV
27182,2,Honcho,Technician Appointment,TK,10/28/2022 16:44:14,10/28/2022 17:24:46,16:44,17:24,40 m,,Cytopoint,,MPV
12252,2,Zolton,EXAM WITH VACCINES,16,11/16/2022 15:58:07,11/16/2022 16:41:35,15:58,16:41,43 m,,rabies/cytopoint,,MPV
27182,2,Honcho,Sick,4,12/5/2022 9:04:56,12/5/2022 17:41:53,9:04,17:41,8 h 37 m,,,,MPV
27182,2,Honcho,Sick,16,12/29/2022 9:17:09,1/20/2023 10:43:04,9:17,10:43,22 d 1 h 26 m,,,,MPV
12252,2,Zolton,Not Wellness,4,1/3/2023 14:52:38,1/30/2023 18:36:55,14:52,18:36,27 d 3 h 44 m,,lumps on neck,,MPV
27182,2,Honcho,Technician Appointment,TK,1/20/2023 12:03:34,1/20/2023 12:28:40,12:03,12:28,25 m,,Cytopoint,,MPV
28094,2,Rico,Emergency,19,2/15/2023 18:18:24,2/15/2023 19:25:01,18:18,19:25,1 h 7 m,,,,MPV
14281,1,Tresi,Recheck,M11,8/9/2022 16:29:22,8/9/2022 16:45:15,16:29,16:45,16 m,,ears,,MET
14281,1,Tresi,Sick,4,11/28/2022 15:54:16,11/28/2022 16:49:30,15:54,16:49,55 m,,,,MPV
14281,1,Tresi,Preventative Care Exam,6,2/17/2023 14:29:45,2/23/2023 16:46:52,14:29,16:46,6 d 2 h 17 m,,,,MPV
14281,1,Tresi,Sick,M11,4/11/2023 14:44:02,4/11/2023 15:14:27,14:44,15:14,30 m,,,,MET
14281,1,Tresi,Sick,4,6/22/2023 9:06:36,6/22/2023 9:33:17,9:06,9:33,27 m,,back leg issues,,MPV
694-4,3,Rogue,Senior Exam,11,12/7/2022 17:24:16,12/7/2022 17:55:49,17:24,17:55,31 m,,,,MPV
694-4,3,Rogue,Sick,11,4/12/2023 18:24:12,4/12/2023 19:18:59,18:24,19:18,54 m,,not eating,,MPV
694-4,3,Rogue,Emergency,6,4/25/2023 11:29:21,4/25/2023 12:22:18,11:29,12:22,53 m,,"stumbling, vomiting",,MPV
32345,1,Ariya,New Pet,6,5/17/2023 11:35:58,5/17/2023 12:06:53,11:35,12:06,31 m,,pce,,MPV
32345,1,Ariya,Preventative Care Exam,6,6/6/2023 11:49:32,6/6/2023 12:08:00,11:49,12:07,18 m,,,,MPV
17262,1,Starz,Sick,11,8/24/2022 17:24:42,8/24/2022 17:51:47,17:24,17:51,27 m,,licking fur off his leg,,MPV
19470,1,Savage,Sick,6,9/30/2022 15:39:59,9/30/2022 16:03:33,15:39,16:03,24 m,,peeing outside the box,,MPV
17262,1,Starz,Sick,6,1/17/2023 17:28:44,1/17/2023 18:03:49,17:28,18:03,35 m,,hurt mouth and eye,,MPV
17262,1,Starz,Sick,6,3/17/2023 10:24:10,3/17/2023 10:39:59,10:24,10:39,15 m,,Licking self bald for awhile,,MPV
7747,1,Roxy,Senior Exam,11,6/26/2023 13:14:43,6/26/2023 13:41:46,13:14,13:41,27 m,,,,MPV
7742,1,Luna,Senior Exam,4,6/27/2023 15:29:00,6/27/2023 15:57:50,15:29,15:57,28 m,,,,MPV
19470,1,Savage,Preventative Care Exam,6,6/28/2023 8:42:42,6/28/2023 9:01:24,8:42,9:01,19 m,,,,MPV
24060,1,Odin,Preventative Care Exam,11,5/15/2023 11:27:54,5/15/2023 11:58:21,11:27,11:58,31 m,,,,MPV
24060,1,Odin,Sick,6,6/7/2023 16:44:41,6/7/2023 17:05:55,16:44,17:05,21 m,,diarrhea,,MPV
30314,1,Cody,New Pet,6,11/4/2022 12:29:06,11/4/2022 12:46:28,12:29,12:46,17 m,,,,MPV
29806,1,Dallas,New Pet,11,9/21/2022 14:39:43,9/21/2022 15:27:00,14:39,15:27,48 m,,,,MPV
