"patientid","description","staffid","datein","dateout","visit_details","location","app_type","app_subtype","duration_min","details"
"30145","new client","11",2022-11-04 15:11:59,2022-11-04 15:57:00,NA,"met","doctor",NA,45,"new client"
"30144","emergency","4",2023-05-11 08:33:22,2023-05-11 08:58:43,"falling over lethargic","mpv","doctor",NA,25,"emergency"
"30145","sick","11",2023-07-28 16:00:58,2023-07-28 16:31:01,"something wrong with eye","met","doctor",NA,30,"sick"
"20260-1","senior exam","16",2022-09-15 08:30:00,2022-09-15 09:33:01,NA,"mpv","doctor",NA,63,"senior exam"
"20260-1","recheck","16",2022-10-06 08:26:01,2022-10-06 08:43:00,"skin","mpv","doctor",NA,17,"recheck"
"28769","technician appointment","tk",2022-08-24 19:26:41,2022-08-24 19:44:49,"2nd lyme lepto","mpv","tech_app",NA,18,"misc tech appointment"
"28769","sick","4",2022-09-21 18:03:24,2022-09-21 18:23:59,NA,"lvh","doctor",NA,21,"sick"
"28769","drop off - admit","4",2022-09-22 07:32:41,2022-09-22 12:39:48,NA,"mpv","admit",NA,307,NA
"28769","sick","4",2022-09-26 19:27:13,2022-09-26 19:51:26,"removed her cast","mpv","doctor",NA,24,"sick"
"28769","recheck","6",2022-09-30 17:24:03,2022-09-30 17:50:04,NA,"mpv","doctor",NA,26,"recheck"
"28769","sick","19",2022-10-05 10:14:20,2022-10-05 10:43:22,"cast came off foot blister","mpv","doctor",NA,29,"sick"
"28769","surgery","4",2022-12-05 08:00:11,2022-12-06 18:14:32,"ovh","mpv","admit",NA,2054,NA
"17383","preventative care exam","4",2023-03-27 18:32:12,2023-03-27 19:13:20,"vacc, fecal and p/u trio","mpv","doctor",NA,41,"preventative care exam"
"17383","drop off - admit","4",2023-07-24 08:45:33,2023-07-24 12:29:02,NA,"mpv","admit",NA,223,NA
"28769","preventative care exam","4",2023-07-31 19:32:05,2023-07-31 19:59:57,NA,"mpv","doctor",NA,28,"preventative care exam"
"30351","exotic exam","4",2022-10-31 16:21:10,2022-10-31 16:56:08,"np sick exam","mpv","doctor",NA,35,"exotic exam"
"31364","new pet","19",2023-02-02 12:38:40,2023-02-02 13:35:55,NA,"mpv","doctor",NA,57,"new pet"
"30536","new pet","11",2022-11-28 16:24:20,2022-11-28 17:25:40,NA,"mpv","doctor",NA,61,"new pet"
"30536","sick","6",2023-01-31 17:31:37,2023-01-31 18:05:35,"cough since friday","mpv","doctor",NA,34,"sick"
"30536","sick","6",2023-03-31 10:30:44,2023-03-31 11:25:23,"still coughing/poss xrays","mpv","doctor",NA,55,"sick"
"30256","new pet","19",2022-11-07 10:53:14,2022-11-07 11:24:53,NA,"mpv","doctor",NA,32,"new pet"
"25930","preventative care exam","19",2022-11-07 10:53:23,2022-11-07 11:33:31,NA,"mpv","doctor",NA,40,"preventative care exam"
"30148","new client","16",2022-10-26 09:26:49,2022-10-26 09:50:30,NA,"mpv","doctor",NA,24,"new client"
"30148","preventative care exam","24",2023-05-22 13:47:56,2023-05-22 14:17:29,NA,"mpv","doctor",NA,30,"preventative care exam"
"12064","senior exam","19",2023-04-07 13:25:52,2023-04-07 14:01:49,NA,"lvh","doctor",NA,36,"senior exam"
"12064","preventative care exam","19",2023-07-31 15:20:18,2023-07-31 15:32:35,"rabies vacc for boarding","met","doctor",NA,12,"preventative care exam"
"20706","sick","6",2022-10-18 17:43:48,2022-10-18 17:58:49,"ear infection","mpv","doctor",NA,15,"sick"
"20706","preventative care exam","24",2023-06-12 18:41:37,2023-06-12 19:24:28,NA,"mpv","doctor",NA,43,"preventative care exam"
"20706","sick","6",2023-07-06 15:58:52,2023-07-06 16:09:09,"ear infection","met","doctor",NA,10,"sick"
"28951","new client","19",2022-08-04 16:53:19,2022-08-04 17:27:24,NA,"mpv","doctor",NA,34,"new client"
"28951","tnt","tk",2022-08-24 15:36:34,2022-08-24 15:49:31,NA,"mpv","tech_app",NA,13,"tnt"
"28951","tnt","tk",2022-09-29 14:58:51,2022-09-29 15:06:54,NA,"mpv","tech_app",NA,8,"tnt"
"28951","tnt","tk",2022-11-21 15:29:42,2022-11-21 15:52:01,"anal exp","mpv","tech_app",NA,22,"tnt"
"28951","senior exam","16",2022-12-21 08:28:21,2022-12-21 09:04:14,"tnt","mpv","doctor",NA,36,"senior exam"
"28951","sick","24",2023-03-27 10:58:25,2023-03-27 11:47:06,"check teeth nail trim","mpv","doctor",NA,49,"sick"
"28951","sick","19",2023-05-03 10:42:50,2023-05-03 11:11:41,"check ear, nt","mpv","doctor",NA,29,"sick"
"28951","tnt","tk",2023-06-28 09:01:31,2023-06-28 09:11:00,NA,"mpv","tech_app",NA,9,"tnt"
"28951","sick","24",2023-06-29 11:22:50,2023-06-29 11:42:43,"anal issues","mpv","doctor",NA,20,"sick"
"28951","sick","11",2023-07-10 13:17:48,2023-07-10 13:41:35,NA,"mpv","doctor",NA,24,"sick"
"28951","technician appointment","tk",2023-07-12 15:39:01,2023-07-12 15:49:19,NA,"mpv","tech_app",NA,10,"misc tech appointment"
"28951","sick","6",2023-07-25 07:45:28,2023-07-25 18:19:29,"coughing all night","mpv","doctor",NA,634,"sick"
"28951","tnt","tk",2023-07-27 15:48:59,2023-07-27 15:59:26,"nt & anals","mpv","tech_app",NA,10,"tnt"
"17024","sick","19",2022-12-02 09:27:53,2022-12-02 09:58:05,NA,"lvh","doctor",NA,30,"sick"
"17024","preventative care exam","12",2023-03-23 08:29:13,2023-03-23 08:44:46,NA,"lvh","doctor",NA,16,"preventative care exam"
"30623","new client","4",2022-11-30 16:07:56,2022-11-30 16:48:34,NA,"lvh","doctor",NA,41,"new client"
"30623","sick","4",2022-12-05 18:16:44,2022-12-05 19:05:32,"uti","mpv","doctor",NA,49,"sick"
"30623","technician appointment","tk",2023-04-05 16:56:30,2023-04-05 17:03:35,"hw test","mpv","tech_app",NA,7,"misc tech appointment"
"30623","preventative care exam","16",2023-06-16 09:26:46,2023-06-16 10:09:33,"da2ppv","mpv","doctor",NA,43,"preventative care exam"
"32203","recheck","12",2023-05-12 16:02:34,2023-05-12 16:32:30,NA,"lvh","doctor",NA,30,"recheck"
"18169","senior exam","19",2022-08-19 13:34:24,2022-08-19 14:07:25,NA,"lvh","doctor",NA,33,"senior exam"
"32203","new pet","4",2023-04-29 12:53:44,2023-04-29 13:26:14,NA,"mpv","doctor",NA,32,"new pet"
"20678","technician appointment","tk",2022-10-07 09:28:47,2022-10-07 09:41:56,"ags","mpv","tech_app",NA,13,"misc tech appointment"
"2484","technician appointment","tk",2022-10-11 14:51:32,2022-10-11 15:15:01,"ags","mpv","tech_app",NA,23,"misc tech appointment"
"2485","technician appointment","tk",2022-10-11 14:51:43,2022-10-11 15:15:01,"ags","mpv","tech_app",NA,23,"misc tech appointment"
"20678","preventative care exam","6",2022-12-02 09:23:30,2022-12-02 09:48:07,NA,"mpv","doctor",NA,25,"preventative care exam"
"2484","senior exam","6",2023-03-14 12:31:21,2023-03-14 13:03:39,NA,"mpv","doctor",NA,32,"senior exam"
"2485","senior exam","6",2023-03-14 12:31:31,2023-03-14 13:03:39,NA,"mpv","doctor",NA,32,"senior exam"
"22657","tnt","tk",2022-08-12 16:25:48,2022-08-12 16:38:56,NA,"mpv","tech_app",NA,13,"tnt"
"22657","tnt","tk",2022-10-10 14:52:01,2022-10-10 15:04:10,NA,"mpv","tech_app",NA,12,"tnt"
"22657","tnt","tk",2023-02-06 13:54:08,2023-02-06 14:04:23,NA,"mpv","tech_app",NA,10,"tnt"
"22657","preventative care exam","19",2023-04-24 10:30:35,2023-04-24 10:59:18,"started sneezing","mpv","doctor",NA,29,"preventative care exam"
"22657","tnt","tk",2023-07-19 09:02:11,2023-07-19 09:33:53,NA,"mpv","tech_app",NA,32,"tnt"
"1367","senior exam","4",2023-07-13 08:46:51,2023-07-13 09:26:36,NA,"mpv","doctor",NA,40,"senior exam"
"30287","new client","11",2022-11-11 11:15:00,2022-11-11 11:51:12,NA,"mpv","doctor",NA,36,"new client"
"26235","senior exam","6",2022-12-01 13:29:50,2022-12-01 14:47:27,"vacc and fecal","mpv","doctor",NA,78,"senior exam"
"26235","sick","4",2023-04-18 15:18:11,2023-04-18 16:07:09,"right rear leg, holding up","mpv","doctor",NA,49,"sick"
"24713","surgery","19",2022-08-17 08:14:04,2022-08-18 11:45:17,"k9 castration","mpv","admit",NA,1651,NA
"23441","sick","4",2022-10-24 15:56:27,2022-10-24 16:19:36,"top of eyelid swollen","mpv","doctor",NA,23,"sick"
"23441","sick","4",2023-01-09 08:48:36,2023-01-09 09:46:30,NA,"mpv","doctor",NA,58,"sick"
"23441","sick","16",2023-04-07 16:41:08,2023-04-07 17:45:57,NA,"mpv","doctor",NA,65,"sick"
"23441","preventative care exam","19",2023-05-01 08:15:56,2023-05-01 08:38:37,NA,"mpv","doctor",NA,23,"preventative care exam"
"32494","new pet","24",2023-06-01 09:27:15,2023-06-01 10:40:13,"check cast","mpv","doctor",NA,73,"new pet"
"32494","sick","19",2023-06-06 09:11:50,2023-06-06 10:00:37,"check cast, rubbing raw","mpv","doctor",NA,49,"sick"
"32494","sick","19",2023-06-06 10:02:37,2023-06-06 10:15:53,"check cast, rubbing raw","lvh","doctor",NA,13,"sick"
"32494","preventative care exam","6",2023-08-03 13:38:31,2023-08-03 14:01:29,NA,"mpv","doctor",NA,23,"preventative care exam"
"6289","preventative care exam","19",2023-01-17 09:34:09,2023-01-17 10:13:03,NA,"mpv","doctor",NA,39,"preventative care exam"
"6289","technician appointment","tk",2023-02-17 10:00:41,2023-02-17 10:06:45,"cytopoint inj","mpv","tech_app",NA,6,"misc tech appointment"
"6289","technician appointment","tk",2023-03-17 09:42:21,2023-03-17 09:52:23,"cytopoint","mpv","tech_app",NA,10,"misc tech appointment"
"6289","sick","11",2023-04-10 12:46:06,2023-04-10 14:19:02,NA,"mpv","doctor",NA,93,"sick"
"6289","cytopoint injection","tk",2023-04-14 08:49:56,2023-04-14 08:55:32,"cytopoint","mpv","tech_app",NA,6,"misc tech appointment"
"6289","cytopoint injection","tk",2023-05-12 08:39:28,2023-05-12 08:48:28,NA,"mpv","tech_app",NA,9,"misc tech appointment"
"6289","cytopoint injection","tk",2023-06-09 09:18:41,2023-06-09 09:28:26,NA,"mpv","tech_app",NA,10,"misc tech appointment"
"6289","technician appointment","tk",2023-07-07 08:50:32,2023-07-07 09:10:26,"cytopoint inj","mpv","tech_app",NA,20,"misc tech appointment"
"20082","preventative care exam","16",2022-08-24 14:42:48,2022-08-24 15:01:04,NA,"mpv","doctor",NA,18,"preventative care exam"
"20082","tnt","tk",2022-10-17 19:29:07,2022-10-17 19:39:27,NA,"mpv","tech_app",NA,10,"tnt"
"20082","tnt","16",2022-12-19 10:51:24,2022-12-19 11:09:11,"also needs trio","lvh","tech_app",NA,18,"tnt"
"20082","tnt","tk",2023-03-01 09:02:49,2023-03-01 09:16:22,NA,"mpv","tech_app",NA,14,"tnt"
"20082","tnt","19",2023-05-19 09:07:12,2023-05-19 09:17:54,NA,"lvh","tech_app",NA,11,"tnt"
"l2267","preventative care exam","11",2022-10-29 10:27:49,2022-10-29 11:00:35,"recheck for need methim rx","met","doctor",NA,33,"preventative care exam"
"l2267","recheck","11",2022-11-11 14:13:18,2022-11-11 14:22:03,"vax if ok","met","doctor",NA,9,"recheck"
"l2267","lab work","16",2022-12-10 08:32:41,2022-12-10 09:11:34,"htmp","met","tech_app",NA,39,"lab work"
"l2904","senior exam","16",2022-12-10 08:32:53,2022-12-10 09:11:34,"rabies and rcp","met","doctor",NA,39,"senior exam"
"l5466-6","sick","16",2022-12-19 09:28:33,2022-12-19 09:42:51,"swollen face","lvh","doctor",NA,14,"sick"
"l5466-6","dental","4",2022-12-26 07:51:35,2022-12-26 17:24:21,"extraction(s)","mpv","admit",NA,573,NA
"l2904","recheck","11",2022-12-30 16:15:48,2022-12-30 16:29:55,"eyes","met","doctor",NA,14,"recheck"
"l2904","recheck","11",2023-01-06 16:52:57,2023-01-06 17:03:55,"eyes","met","doctor",NA,11,"recheck"
"l5466-6","sick","6",2023-02-01 09:05:55,2023-02-01 09:29:13,NA,"mpv","doctor",NA,23,"sick"
"31490","new pet","19",2023-02-13 09:57:54,2023-02-13 10:23:57,"kennel cough?","mpv","doctor",NA,26,"new pet"
"28356","sick","6",2023-02-20 13:14:55,2023-02-20 13:51:56,"cough","mpv","doctor",NA,37,"sick"
"9561","sick","6",2023-02-20 13:15:06,2023-02-20 13:51:56,"kennel","mpv","doctor",NA,37,"sick"
"28356","sick","19",2023-04-10 09:23:17,2023-04-10 13:51:10,NA,"mpv","doctor",NA,268,"sick"
"28356","suture removal","6",2023-04-22 08:47:15,2023-04-22 09:03:30,NA,"met","doctor",NA,16,"suture removal"
"9561","preventative care exam","6",2023-04-22 08:47:56,2023-04-22 09:03:30,"rabies","met","doctor",NA,16,"preventative care exam"
"l2267","sick","6",2023-06-07 10:32:48,2023-06-07 10:56:56,"uri","mpv","doctor",NA,24,"sick"
"31109","new client","19",2023-01-05 12:43:21,2023-01-05 13:23:28,"itching/ticks","mpv","doctor",NA,40,"new client"
"31109","sick","19",2023-02-16 14:21:01,2023-02-16 14:46:38,"i'm not really sure","mpv","doctor",NA,26,"sick"
"27289","preventative care exam","6",2023-03-15 08:44:57,2023-03-15 09:17:45,NA,"mpv","doctor",NA,33,"preventative care exam"
"19013","preventative care exam","16",2023-07-10 18:10:22,2023-07-10 18:35:31,"vacc","lvh","doctor",NA,25,"preventative care exam"
"11725","preventative care exam","19",2022-09-09 17:00:45,2022-09-09 17:24:05,NA,"lvh","doctor",NA,23,"preventative care exam"
"18116","sick","6",2022-08-26 09:54:27,2022-08-26 10:54:28,"vomitting","mpv","doctor",NA,60,"sick"
"9751","tnt","tk",2023-02-07 10:04:14,2023-02-07 10:28:23,NA,"mpv","tech_app",NA,24,"tnt"
"9751","sick","6",2023-07-20 16:28:21,2023-07-20 16:58:10,"ear infection","mpv","doctor",NA,30,"sick"
"20730","sick","6",2023-01-13 15:39:40,2023-01-13 16:28:55,"skin/belly scratched raw","mpv","doctor",NA,49,"sick"
"20730","recheck","6",2023-02-10 14:00:43,2023-02-10 14:41:08,"skin","mpv","doctor",NA,40,"recheck"
"20730","senior exam","4",2023-04-03 16:57:07,2023-04-03 17:50:41,NA,"mpv","doctor",NA,54,"senior exam"
"20730","recheck","4",2023-05-16 10:51:46,2023-05-16 11:38:35,"tank + bw","mpv","doctor",NA,47,"recheck"
"20730","drop off - admit","16",2023-06-09 07:37:28,2023-06-09 11:58:49,"rads","mpv","admit",NA,261,NA
"20730","drop off - admit","4",2023-07-27 08:20:38,2023-07-27 17:54:19,NA,"mpv","admit",NA,574,NA
"10305","preventative care exam","16",2023-05-11 09:19:54,2023-05-11 09:59:08,NA,"mpv","doctor",NA,39,"preventative care exam"
"30463","new client","19",2022-11-21 11:10:41,2022-11-21 11:47:06,"pce","mpv","doctor",NA,36,"new client"
"30463","recheck","19",2022-12-05 10:32:12,2022-12-05 10:54:44,NA,"mpv","doctor",NA,23,"recheck"
"30463","surgery","19",2023-01-10 08:28:22,2023-01-10 18:44:27,"canine castration & oat","mpv","admit",NA,616,NA
"30463","sick","19",2023-02-10 13:48:32,2023-02-10 14:08:18,"diarrhea","lvh","doctor",NA,20,"sick"
"30463","sick","19",2023-07-18 14:54:10,2023-07-18 15:20:55,"ear issues/vomitting","mpv","doctor",NA,27,"sick"
"25251","sick","16",2022-09-02 08:35:14,2022-09-02 09:32:27,"cant walk","mpv","doctor",NA,57,"sick"
"26047","sick","12",2022-09-13 15:36:13,2022-09-13 16:07:55,"diarrhea","lvh","doctor",NA,32,"sick"
"26047","recheck","16",2022-09-21 16:15:49,2022-09-21 16:40:10,NA,"mpv","doctor",NA,24,"recheck"
"26047","sick","16",2022-10-25 09:10:30,2022-10-25 13:28:15,"uti","mpv","doctor",NA,258,"sick"
"26047","recheck","16",2022-11-08 10:09:03,2022-11-08 11:00:10,NA,"mpv","doctor",NA,51,"recheck"
"14091","sick","11",2022-12-05 15:41:11,2022-12-05 16:42:10,"ear infection","mpv","doctor",NA,61,"sick"
"26047","ultrasound","16",2022-12-14 13:57:34,2022-12-14 14:38:17,"check for bladder stones","mpv","doctor/admit",NA,41,NA
"14091","recheck","11",2022-12-28 17:18:38,2022-12-28 17:39:38,"ears","mpv","doctor",NA,21,"recheck"
"26047","sick","16",2023-03-03 12:03:26,2023-03-03 12:08:29,"reaction on chin","mpv","doctor",NA,5,"sick"
"25251","sick","11",2023-03-08 12:14:23,2023-03-08 12:38:38,"discuss nose sx","mpv","doctor",NA,24,"sick"
"25251","surgery","4",2023-04-11 08:39:54,2023-04-11 17:53:15,"canine cast, stenotic nares","mpv","admit",NA,553,NA
"11652","technician appointment","tk",2022-08-24 17:10:10,2022-08-24 17:17:20,"cytopoint","mpv","tech_app",NA,7,"misc tech appointment"
"11652","technician appointment","tk",2022-10-03 16:38:03,2022-10-03 16:50:15,"cytopoint  nail trim","mpv","tech_app",NA,12,"misc tech appointment"
"11652","tnt","tk",2022-11-10 19:04:06,2022-11-10 19:20:34,"cytopoint as well","mpv","tech_app",NA,16,"tnt"
"11652","sick","4",2022-12-12 17:49:09,2022-12-12 18:39:46,"growth in mouth","mpv","doctor",NA,51,"sick"
"11652","tnt","tk",2023-02-15 17:53:47,2023-02-15 18:04:54,"cytopoint also","mpv","tech_app",NA,11,"tnt"
"11652","tnt","tk",2023-04-25 17:36:11,2023-04-25 17:55:03,"cytopoint inj too","mpv","tech_app",NA,19,"tnt"
"11652","senior exam","11",2023-06-12 14:42:14,2023-06-12 15:18:54,"wellness, cytopoint inj","mpv","doctor",NA,37,"senior exam"
"30654","new client","6",2022-12-12 15:31:27,2022-12-12 16:08:01,NA,"mpv","doctor",NA,37,"new client"
"30654","surgery","6",2022-12-14 07:32:59,2022-12-14 18:29:44,"skin tag removal","mpv","admit",NA,657,NA
"22421","recheck","16",2022-08-08 18:38:40,2022-08-08 19:02:58,NA,"lvh","doctor",NA,24,"recheck"
"l7448","technician appointment","16",2022-09-19 19:24:32,2022-09-19 19:38:20,"depo inj","lvh","tech_app",NA,14,"misc tech appointment"
"9668","sick","12",2022-10-04 17:03:34,2022-10-04 17:23:25,"ear infection","lvh","doctor",NA,20,"sick"
"31286","new client","11",2023-01-30 12:37:10,2023-01-30 13:30:47,"diabetes-second opinion","mpv","doctor",NA,54,"new client"
"31286","drop off - admit","11",2023-02-01 08:08:48,2023-02-01 19:11:24,"glucose curve","mpv","admit",NA,663,NA
"31286","technician appointment","11",2023-02-15 07:35:10,2023-02-15 18:37:47,"blood glucose curve","mpv","tech_app",NA,663,"misc tech appointment"
"31286","sick","11",2023-02-20 12:59:30,2023-02-20 13:42:27,NA,"mpv","doctor",NA,43,"sick"
"31286","sick","4",2023-03-02 10:18:54,2023-03-02 11:18:00,NA,"mpv","doctor",NA,59,"sick"
"31286","euthanasia","19",2023-03-06 08:44:10,2023-03-06 09:07:05,"private cremation","mpv","doctor",NA,23,NA
"31558","sick","19",2023-03-27 11:49:44,2023-03-27 12:36:20,NA,"mpv","doctor",NA,47,"sick"
"31558","tnt","tk",2023-06-08 18:58:05,2023-06-08 19:08:30,NA,"mpv","tech_app",NA,10,"tnt"
"31558","sick","16",2023-07-21 09:40:34,2023-07-21 10:25:45,NA,"mpv","doctor",NA,45,"sick"
"28288","preventative care exam","11",2023-05-23 16:39:24,2023-05-23 16:58:30,NA,"met","doctor",NA,19,"preventative care exam"
"32474","new pet","11",2023-05-26 16:26:52,2023-05-26 17:05:03,NA,"met","doctor",NA,38,"new pet"
"32474","recheck","11",2023-06-16 16:31:36,2023-06-16 16:51:24,NA,"met","doctor",NA,20,"recheck"
"8217","preventative care exam","11",2022-09-21 18:29:51,2022-09-21 19:04:47,NA,"mpv","doctor",NA,35,"preventative care exam"
"20296","preventative care exam","11",2022-09-02 15:07:33,2022-09-02 15:42:18,NA,"met","doctor",NA,35,"preventative care exam"
"21391","preventative care exam","11",2022-09-02 15:07:46,2022-09-02 15:42:18,NA,"met","doctor",NA,35,"preventative care exam"
"24743","preventative care exam","11",2022-09-02 15:08:04,2022-09-02 15:42:18,NA,"met","doctor",NA,34,"preventative care exam"
"18029","preventative care exam","11",2022-09-02 15:08:15,2022-09-02 15:42:18,NA,"met","doctor",NA,34,"preventative care exam"
"19110","preventative care exam","11",2022-09-02 15:08:25,2022-09-02 15:42:18,NA,"met","doctor",NA,34,"preventative care exam"
"17648","tnt","tk",2022-08-25 10:09:19,2022-08-25 10:12:10,NA,"mpv","tech_app",NA,3,"tnt"
"17648","preventative care exam","11",2022-09-19 09:54:02,2022-09-19 10:28:27,NA,"mpv","doctor",NA,34,"preventative care exam"
"17648","tnt","tk",2022-11-08 15:49:36,2022-11-08 15:55:52,NA,"mpv","tech_app",NA,6,"tnt"
"17648","tnt","tk",2022-12-08 10:04:51,2022-12-08 10:15:49,NA,"mpv","tech_app",NA,11,"tnt"
"17648","tnt","tk",2023-02-10 08:46:36,2023-02-10 08:48:08,NA,"mpv","tech_app",NA,2,"tnt"
"17648","tnt","tk",2023-03-30 10:31:06,2023-03-30 10:43:29,NA,"mpv","tech_app",NA,12,"tnt"
"26047","sick","16",2023-03-03 12:10:01,2023-03-03 12:35:53,NA,"mpv","doctor",NA,26,"sick"
"26047","sick","16",2023-06-02 15:40:20,2023-06-02 16:51:02,"skin","mpv","doctor",NA,71,"sick"
"26047","recheck","16",2023-07-07 14:36:58,2023-07-07 15:35:33,"infection (face)","mpv","doctor",NA,59,"recheck"
"26047","recheck","16",2023-07-17 11:27:24,2023-07-17 12:08:54,NA,"lvh","doctor",NA,42,"recheck"
"26047","technician appointment","tk",2023-07-22 10:23:35,2023-07-22 11:07:10,"heska inj","mpv","tech_app",NA,44,"misc tech appointment"
"26047","technician appointment","tk",2023-07-26 15:43:52,2023-07-26 15:58:18,"heska allergy inj","mpv","tech_app",NA,14,"misc tech appointment"
"26047","technician appointment","tk",2023-07-31 17:00:35,2023-07-31 17:18:31,"allergy injection","mpv","tech_app",NA,18,"misc tech appointment"
